,Genre,Track Name,Track ID,Preview_link
0,pop,False Alarm,23xqdYb5ViDUx0BOL2mGq6,https://p.scdn.co/mp3-preview/c1ab5515139265ead72f7a234137790ab22270a4?cid=577c3414ccf54576a289735f10e3ee13
1,pop,New Light,40FLJc17FMZaPmCQEEZgB0,https://p.scdn.co/mp3-preview/213ffa7ca413185c59a8811102048c07cd74494d?cid=577c3414ccf54576a289735f10e3ee13
2,pop,The Mack,2fUZ3aMp8amSaV0mp8s6rQ,
3,pop,Slow Hands,2cOUlop2ZakjOKe4WinesN,
4,pop,THat Part,2yJ9GVCLMmzBBfQAnfzlwr,
5,pop,Say My Name,0YammaEkYSeo9vQYZ1OwS6,https://p.scdn.co/mp3-preview/89e0ed2f21273e777832d67de4851c8137ee5c8d?cid=577c3414ccf54576a289735f10e3ee13
6,pop,Wild Things,2ZyuwVvV6Z3XJaXIFbspeE,
7,pop,Hot N*gga,19gEmPjfqSZT0ulDRfjl0m,https://p.scdn.co/mp3-preview/db514620c64b34d46d7c00e25a8927689a99571e?cid=577c3414ccf54576a289735f10e3ee13
8,pop,Fight Night,2n5gVJ9fzeX2SSWlLQuyS9,https://p.scdn.co/mp3-preview/2a7b91b3e760629de9e564cf701ec658c633b453?cid=577c3414ccf54576a289735f10e3ee13
9,pop,Always Remember Us This Way,2rbDhOo9Fh61Bbu23T2qCk,
10,pop,Girls,5WSdMcWTKRdN1QYVJHJWxz,
11,pop,We Don't Care,6THwtgImf1ZAR2w3iknjeS,https://p.scdn.co/mp3-preview/893bca5eb7f90017390e26a88c584edd79492539?cid=577c3414ccf54576a289735f10e3ee13
12,pop,Hurts So Good,46ydq5g3k17iLJs3qMDvO6,
13,pop,New,4tERsdVCLtLtrGdFBf9DGC,
14,pop,Location,152lZdxL1OR0ZMW6KquMif,https://p.scdn.co/mp3-preview/d50dfb78af7cb29f6363ba1a0d2cbdd707ee137c?cid=577c3414ccf54576a289735f10e3ee13
15,pop,Superheroes,37sINbJZcFdHFAsVNsPq1i,https://p.scdn.co/mp3-preview/900dc33cad986d311dfbe7e87d7da0efdb921f98?cid=577c3414ccf54576a289735f10e3ee13
16,pop,Body,20s34XSPIiYMGSFDRSs24t,
17,pop,Dang! (feat. Anderson .Paak),5iUQMwxUPdJBFeGkePtM66,https://p.scdn.co/mp3-preview/3e1d6ac23099c42068fff3f52c3fa8ddad86d36f?cid=577c3414ccf54576a289735f10e3ee13
18,pop,Moves Like Jagger - Studio Recording From The Voice Performance,7pYfyrMNPn3wtoCyqcTVoI,
19,pop,Happier,2RttW7RAu5nOAfq6YFvApB,https://p.scdn.co/mp3-preview/e2f5edb569c73916428ec0a2e0b56a9f777851dd?cid=577c3414ccf54576a289735f10e3ee13
20,pop,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,
21,pop,Roar,6F5c58TMEs1byxUstkzVeM,
22,pop,Cool Girl,3tJ4y2Zqx6gM9xOAuFfsSF,
23,pop,Cake - Challenge Version,6t2ubAB4iSYOuIpRAOGd4t,https://p.scdn.co/mp3-preview/7602ae30452740cba0bf9521fb0ff1f57d4c9d39?cid=577c3414ccf54576a289735f10e3ee13
24,pop,Are You With Me - Radio Edit,2glGP8kEfACgJdZ86kWxhN,https://p.scdn.co/mp3-preview/1f761f0911951f0ef401784d9f73f8db9c30cc9c?cid=577c3414ccf54576a289735f10e3ee13
25,pop,Mad Love,4dSoDnmR9opAQ8KxUc9SbC,
26,pop,My Shit,5uQOauh47VFt3B2kV9kRXw,https://p.scdn.co/mp3-preview/598e62d3df18d37b8714f2377ddbb2d7b41083fd?cid=577c3414ccf54576a289735f10e3ee13
