,Track_ID,Track_Name,Track_Artist,Preview_URL
0,3XIEWK1V9n25PS9Vb6axj5,Born to Be Alive,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1CcEgi464SWZsKY5579u7z'}, 'href': 'https://api.spotify.com/v1/artists/1CcEgi464SWZsKY5579u7z', 'id': '1CcEgi464SWZsKY5579u7z', 'name': 'Patrick Hernandez', 'type': 'artist', 'uri': 'spotify:artist:1CcEgi464SWZsKY5579u7z'}]",https://p.scdn.co/mp3-preview/5ec427ac93acfe644dbc17c16e23c6a03baeb632?cid=57daa17ab8e544dcab420c4b154c56d9
1,4rVxIA2PfuPaFsVH5AOqIm,My Forbidden Lover,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0Xf8oDAJYd2D0k3NLI19OV'}, 'href': 'https://api.spotify.com/v1/artists/0Xf8oDAJYd2D0k3NLI19OV', 'id': '0Xf8oDAJYd2D0k3NLI19OV', 'name': 'CHIC', 'type': 'artist', 'uri': 'spotify:artist:0Xf8oDAJYd2D0k3NLI19OV'}]",https://p.scdn.co/mp3-preview/c142f667b2223b745320f07fedf65df1e710be27?cid=57daa17ab8e544dcab420c4b154c56d9
4,3bFK0tj9d6IWdAUSX3oylo,Lady Marmalade - Single Version,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3DznKagEU8yMQZR9z33Da5'}, 'href': 'https://api.spotify.com/v1/artists/3DznKagEU8yMQZR9z33Da5', 'id': '3DznKagEU8yMQZR9z33Da5', 'name': 'LaBelle', 'type': 'artist', 'uri': 'spotify:artist:3DznKagEU8yMQZR9z33Da5'}]",https://p.scdn.co/mp3-preview/0678f39429aeb696dfcc2b1eaf55ad565465101f?cid=57daa17ab8e544dcab420c4b154c56d9
7,3JO3ywp8UufIiKkszm7DkE,Flytta på dej,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4HpFXZsVoerMLtLudMJJkb'}, 'href': 'https://api.spotify.com/v1/artists/4HpFXZsVoerMLtLudMJJkb', 'id': '4HpFXZsVoerMLtLudMJJkb', 'name': 'Alina Devecerski', 'type': 'artist', 'uri': 'spotify:artist:4HpFXZsVoerMLtLudMJJkb'}]",https://p.scdn.co/mp3-preview/75b9470bab6949306f185b9e66c719708e1579a7?cid=57daa17ab8e544dcab420c4b154c56d9
8,2UVLuddklEVak5PXgC7baA,Groove Is in the Heart,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4eQJIXFEujzhTVVS1gIfu5'}, 'href': 'https://api.spotify.com/v1/artists/4eQJIXFEujzhTVVS1gIfu5', 'id': '4eQJIXFEujzhTVVS1gIfu5', 'name': 'Deee-Lite', 'type': 'artist', 'uri': 'spotify:artist:4eQJIXFEujzhTVVS1gIfu5'}]",https://p.scdn.co/mp3-preview/9f04c5adba9415770b90b9d08bf055752c1d19fd?cid=57daa17ab8e544dcab420c4b154c56d9
10,62GYoGszQfROZswLee6W3O,Give Me the Night,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4N8BwYTEC6XqykGvXXlmfv'}, 'href': 'https://api.spotify.com/v1/artists/4N8BwYTEC6XqykGvXXlmfv', 'id': '4N8BwYTEC6XqykGvXXlmfv', 'name': 'George Benson', 'type': 'artist', 'uri': 'spotify:artist:4N8BwYTEC6XqykGvXXlmfv'}]",https://p.scdn.co/mp3-preview/1bf8969b69ee254141720888a13a7386a90f83a5?cid=57daa17ab8e544dcab420c4b154c56d9
11,4QNpBfC0zvjKqPJcyqBy9W,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0TnOYISbd1XYRBk9myaseg'}, 'href': 'https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg', 'id': '0TnOYISbd1XYRBk9myaseg', 'name': 'Pitbull', 'type': 'artist', 'uri': 'spotify:artist:0TnOYISbd1XYRBk9myaseg'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/21E3waRsmPlU7jZsS13rcj'}, 'href': 'https://api.spotify.com/v1/artists/21E3waRsmPlU7jZsS13rcj', 'id': '21E3waRsmPlU7jZsS13rcj', 'name': 'Ne-Yo', 'type': 'artist', 'uri': 'spotify:artist:21E3waRsmPlU7jZsS13rcj'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4D75GcNG95ebPtNvoNVXhz'}, 'href': 'https://api.spotify.com/v1/artists/4D75GcNG95ebPtNvoNVXhz', 'id': '4D75GcNG95ebPtNvoNVXhz', 'name': 'Afrojack', 'type': 'artist', 'uri': 'spotify:artist:4D75GcNG95ebPtNvoNVXhz'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1ruutHJcECI7cos2n5TqpO'}, 'href': 'https://api.spotify.com/v1/artists/1ruutHJcECI7cos2n5TqpO', 'id': '1ruutHJcECI7cos2n5TqpO', 'name': 'Nayer', 'type': 'artist', 'uri': 'spotify:artist:1ruutHJcECI7cos2n5TqpO'}]",https://p.scdn.co/mp3-preview/3906aa5012624d4e35c2108207745eb48f3bdf0f?cid=57daa17ab8e544dcab420c4b154c56d9
12,4msPRe3NEDVL6dsBcE7AhL,Get Down Tonight,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3mQBpAOMWYqAZyxtyeo4Lo'}, 'href': 'https://api.spotify.com/v1/artists/3mQBpAOMWYqAZyxtyeo4Lo', 'id': '3mQBpAOMWYqAZyxtyeo4Lo', 'name': 'KC & The Sunshine Band', 'type': 'artist', 'uri': 'spotify:artist:3mQBpAOMWYqAZyxtyeo4Lo'}]",https://p.scdn.co/mp3-preview/a4b1e550d564f7c692a9c34861d3ed1bb5f540b1?cid=57daa17ab8e544dcab420c4b154c56d9
20,1D9KEXIrlmPUkMTdYzqgX4,Thriller,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm'}, 'href': 'https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm', 'id': '3fMbdgg4jU18AjLCKBhRSm', 'name': 'Michael Jackson', 'type': 'artist', 'uri': 'spotify:artist:3fMbdgg4jU18AjLCKBhRSm'}]",https://p.scdn.co/mp3-preview/0b62db54da539b34856448e509c30ce4601931f5?cid=57daa17ab8e544dcab420c4b154c56d9
25,5T7ZFtCcOgkpjxcuaeZbw0,Best Song Ever,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4AK6F7OLvEQ5QYCBNiQWHq'}, 'href': 'https://api.spotify.com/v1/artists/4AK6F7OLvEQ5QYCBNiQWHq', 'id': '4AK6F7OLvEQ5QYCBNiQWHq', 'name': 'One Direction', 'type': 'artist', 'uri': 'spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq'}]",https://p.scdn.co/mp3-preview/5e4931ee7653a4f078e1734c64daa14bd4262054?cid=57daa17ab8e544dcab420c4b154c56d9
