,Genre,Track Name,Track ID,Preview_link
0,jazz,California Dreamin',6gkIIBgZx2661g01Nz5Qtr,
1,jazz,Minor Swing,3qPQxLOF4cAi7rvHUn4cqE,https://p.scdn.co/mp3-preview/e984aafe99ecd22f0b2447e3b04c2d8b1c68a14b?cid=577c3414ccf54576a289735f10e3ee13
2,jazz,Rhapsody in Blue,7oB0QBEnGRIJjvlDc8YnM6,https://p.scdn.co/mp3-preview/2015705f5f9ae9ad322562bc3d8c7e32eaacbacf?cid=577c3414ccf54576a289735f10e3ee13
3,jazz,Skating In Central Park,1cpANF6zMBoFoxkoIjZHjv,
4,jazz,Strange Fruit,6W5706MsehAWMAZLIg9Fu2,
5,jazz,It Ain’t Necessarily So,0vwTHK0RI01avuLIrAHp8C,https://p.scdn.co/mp3-preview/5e886827d2d19bd6141c8e7fcf2a6f47c32873fc?cid=577c3414ccf54576a289735f10e3ee13
6,jazz,You've Got To Have Freedom,21fG5gVN5JiKbyRIUGKzoV,
7,jazz,Later,6sT624ddwmwmXqcENmUfsc,
8,jazz,I Know You Know,3afeZ81GDy59tATovKyH6Z,
9,jazz,They Can't Take That Away From Me,094P9Go47bQKJ5Do15lt69,
10,jazz,When I Fall In Love,6bZf2VcN25Hu7jcLNkc5NC,
11,jazz,Freddie Freeloader,2x91iJc0UkFcjRMEZ2CoWB,https://p.scdn.co/mp3-preview/254460379133630c31488ffa15b6dbd37ea78da8?cid=577c3414ccf54576a289735f10e3ee13
12,jazz,Song For Bilbao,0WMG5EgKUdK73cLMEPoRMX,
13,jazz,Mister Magic,2fmXnPfzguSp3zKDibCBgv,
14,jazz,Maple Leaf Rag,5cO1oGqX8S2w96CwISPlLE,https://p.scdn.co/mp3-preview/688003c434a6b9e7d55477577db5638ecd081b8d?cid=577c3414ccf54576a289735f10e3ee13
15,jazz,Simplicity,0AEBs3sZ492afceldzJzF0,https://p.scdn.co/mp3-preview/0a785347998bc576bea70e9c651d1b4b9da21f89?cid=577c3414ccf54576a289735f10e3ee13
16,jazz,Blue Ballad,6f6OQJv9qjqyJq9NHin45n,https://p.scdn.co/mp3-preview/8cd094238997fb3f6e5196ba8cda8346b886a922?cid=577c3414ccf54576a289735f10e3ee13
17,jazz,Stella By Starlight,4zxd4tiXPlWMqoJltbVTbE,https://p.scdn.co/mp3-preview/a4430030bca4c02cf569b429f8776e70e6aafacb?cid=577c3414ccf54576a289735f10e3ee13
18,jazz,When It's Sleepytime Down South,55GovtDfcoF4YyitVEcbg5,https://p.scdn.co/mp3-preview/0a19a25eee23e49505c4ddf608c77082b975a3b5?cid=577c3414ccf54576a289735f10e3ee13
19,jazz,I've Got You Under My Skin - Remastered 1998,3aEJMh1cXKEjgh52claxQp,
20,jazz,Prelude,4PfdoGUe3sNDtrIZmeTIOF,https://p.scdn.co/mp3-preview/3f23349b4ba178a76f6a48410304136d12310098?cid=577c3414ccf54576a289735f10e3ee13
21,jazz,The Last Goodbye,5AuLuhe6LXvVod82HxJtXO,
22,jazz,Interlude No. 3,0wvbb2MxlokwqSvbeoOOHv,https://p.scdn.co/mp3-preview/dcd514ae7d7a2715149e6d9cd927c3a0c6a4f93c?cid=577c3414ccf54576a289735f10e3ee13
23,jazz,Goodbye,33epO6drRAdk6jWlwBkqC2,https://p.scdn.co/mp3-preview/459e29c6a12650e499d2852dab1455a8efeff426?cid=577c3414ccf54576a289735f10e3ee13
24,jazz,Easy Living,0XsbCr34semDxq0ZX84BCh,https://p.scdn.co/mp3-preview/f2df591d7d84eefd89262b5f18805cbdb3203148?cid=577c3414ccf54576a289735f10e3ee13
25,jazz,Little Walter Rides Again,0uR3d0l3SrQmKP5EEXiVOF,
26,jazz,Lingus,5P6vo51dtkBYWXswH1twvK,
27,jazz,Blue Train - Remastered 2003,6ZgaUtMlUzUf7SqbUUnfbu,
28,jazz,The General,1g6pSS6fGslaQXDiS8iMkW,
29,jazz,'Round Midnight,1wl5b2lw3YagQtZiYZbQWP,
30,jazz,Wake The Neighbors,66dtIYkpmtSZAIJzp4qlKN,
31,jazz,Emperor Jones,5wRlH3diPDfn9jv91hxkUy,
32,jazz,Ruby My Dear,1czzmAtPTw287TyMQEfCfg,https://p.scdn.co/mp3-preview/7a47ef0e9079d82fd6530dc7d97faf1a5df987d7?cid=577c3414ccf54576a289735f10e3ee13
33,jazz,Mean to Me,6Q7U4bTozx5kfLjWT81u7P,https://p.scdn.co/mp3-preview/45635ddb72d7a6c8c9e453251c99e1ad35e06892?cid=577c3414ccf54576a289735f10e3ee13
34,jazz,Algo Bueno,7ij7UtqIKu2dP1qq5738rV,
35,jazz,Skating,7hK9jnESeCfc5fIHH76jKh,
36,jazz,Seven Eight Nine (part 1),5lBspfpAWdXE1dgxu6LP0s,https://p.scdn.co/mp3-preview/9de012cd0488b127927d1eb7c9f6debbf69051e6?cid=577c3414ccf54576a289735f10e3ee13
37,jazz,Praise The Lord,3Ck8xIzxTvJqN42l7TsOa1,https://p.scdn.co/mp3-preview/a3b5f20223ac709f5210f08a253f0223b91ad998?cid=577c3414ccf54576a289735f10e3ee13
38,jazz,Black Coffee,56IQUfsUskt9VHe6YM6kue,https://p.scdn.co/mp3-preview/be920a59857d796cb19d76f475c5533042897a74?cid=577c3414ccf54576a289735f10e3ee13
39,jazz,Night and Day (Live),0jIjMIGol799k7v3kmD0ZS,https://p.scdn.co/mp3-preview/a8b828fa3deee962861c9b08b7d75f0fbbb0df7a?cid=577c3414ccf54576a289735f10e3ee13
40,jazz,I Cover The Waterfront,3pcmCjGpvJJseYmD2TPlEh,
41,jazz,My One And Only Love,21WlpZiXLelHjdoMUhHfrm,
42,jazz,Polka Dots And Moonbeams - Rudy Van Gelder/24 Bit Mastering/1998 Digital Remaster,7pKWTcPfT9mg2iAhobFHpS,
43,jazz,Fair Weather - Remastered,3X3p3u03P8eFL8WTH0oaaU,
44,jazz,Monicas vals,1MNCAshf6foG8fDFDR9Jdy,
45,jazz,Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,7ysmJhXFQtiBQlk6EZ6sks,
46,jazz,Quando Você Olha Pra Ela,1gAwmiCi0007bdxKCwR7TK,
47,jazz,Hot Mallets - 2002 Remastered,6HRUw67PN9Q8q4y2FDQOU6,https://p.scdn.co/mp3-preview/b3126f6146abb498c2461e93b1d7aae2eb92269e?cid=577c3414ccf54576a289735f10e3ee13
48,jazz,I Still Believe in You,3KSlf0oOA2SLUd9WithXy9,
49,jazz,Don't Explain,6jtqMK07LIrDOKprhrF0vU,https://p.scdn.co/mp3-preview/96491be555a4f0aa95cf1f5bf9673c657a6a28e9?cid=577c3414ccf54576a289735f10e3ee13
50,jazz,Clarinet Marmalade,5H4bQ14RjOVM4eKtaIpn3B,https://p.scdn.co/mp3-preview/514723586ea2daef1daa90cee153fc6f8d496ff7?cid=577c3414ccf54576a289735f10e3ee13
51,jazz,Along Came Betty,3Ysj0cl3Jlb6Ysp6um8QI7,
52,jazz,When Sunny Gets Blue,1J9iVCaEriyoMXpj2XszhU,
53,jazz,Nuclear War,6aQXP6ql5ko2Zipv3qIv1o,
54,jazz,Samba Triste,76XqHxPg6spx9xILgC99Fg,
55,jazz,Dream A Little Dream Of Me,5MjAGtm2ihbBK9G30ZN3Ju,
56,jazz,Namely You,16QhvfPMBLpo7sFqOqTff3,https://p.scdn.co/mp3-preview/e33d6550f2a960dc6fb7f279727b20217752af57?cid=577c3414ccf54576a289735f10e3ee13
57,jazz,Shhh / Peaceful - LP Mix,267lVml7gJ9xefwgO6E2Ag,https://p.scdn.co/mp3-preview/3282562565c083171ee3e663fb7f5bee6c3370b4?cid=577c3414ccf54576a289735f10e3ee13
58,jazz,Where We Used To Live,0Y6WjYBWld3reWsTMT8FTd,
59,jazz,Body and Soul,7IAFc5iQti2tzob7Uo7N1Y,https://p.scdn.co/mp3-preview/073b7575dbe89e84f713b819919e6d01bc39f39c?cid=577c3414ccf54576a289735f10e3ee13
60,jazz,Karl-Bertil Jonssons Julafton,0b9jIWGchhRtF9XTF9labn,https://p.scdn.co/mp3-preview/7cc7ad7e39b15ee5216e77c0e2c20aecdb75b425?cid=577c3414ccf54576a289735f10e3ee13
61,jazz,I Let a Song Go out of My Heart,1DgQyMa4f1myDWa21BwgVq,https://p.scdn.co/mp3-preview/1c3c943421339cb3a198c8bf3d200eaed990113a?cid=577c3414ccf54576a289735f10e3ee13
62,jazz,Hat And Beard,2VzRmb0GCPDBv6FddHGu7s,
63,jazz,Infant Eyes - Remastered1998/Rudy Van Gelder Edition,0IffIW3eyCx9aZ36IqOu5o,
64,jazz,Devil May Care,46QlGPMuZ1FHgrIjHLx8o9,https://p.scdn.co/mp3-preview/e1d05f6fa61fed931f6011e93eb8dc2f3ee7140e?cid=577c3414ccf54576a289735f10e3ee13
65,jazz,Milestones,1xicvSO4CJ2ymqYgpk7DFh,https://p.scdn.co/mp3-preview/0c9b132c4e7b468980489d844f1ff5648df141b4?cid=577c3414ccf54576a289735f10e3ee13
66,jazz,It Never Entered My Mind - Remastered,0CGA0C8Te3rHKqfr2428PT,
67,jazz,Brazilian Suite,70Va8NA2Ies98TNa1XuNbl,
68,jazz,Dominoes,3s8Anp8dKObIw8Zy8uGgYC,
69,jazz,Pretty Ballad,3gMMHNUrq3rPeUfgQcAJ2H,https://p.scdn.co/mp3-preview/cb662e3d93881ccdc8c20642ae77d88250d97daa?cid=577c3414ccf54576a289735f10e3ee13
70,jazz,Steppin' Out,40xBWqPsiABS3T6BQi55uF,
71,jazz,All of Me,79fXdfpOPGaXO1gfdq2onl,https://p.scdn.co/mp3-preview/70f8b909a8c90aaaace37157cf664475d338ee95?cid=577c3414ccf54576a289735f10e3ee13
72,jazz,Blue in Green,0aWMVrwxPNYkKmFthzmpRi,https://p.scdn.co/mp3-preview/bf085f7b43b6be637374a858eeab87741d9454e0?cid=577c3414ccf54576a289735f10e3ee13
73,jazz,Stolen Moments,564Khg2mzPja306jcif1rI,
74,jazz,Summer Sun,6wwbh1JrF8ThylMDet0EYX,
75,jazz,Águas De Março,1CFpxBiLtcnBVIbnmAJCBk,
76,jazz,Everything Is Changing,2plqXe2wauMgMHQLSDwWBD,
77,jazz,Seeker,2QcTsUlTKcrkIH3XVmML7Y,
78,jazz,Blowing in the Wind,1GAJG25Z6KsqrSw6Bm3u7y,https://p.scdn.co/mp3-preview/48bed4a7309e7a6f4eea5391c8fcb2edece36cb7?cid=577c3414ccf54576a289735f10e3ee13
79,jazz,More Today Than Yesterday - Instrumental,0hY1lriPizkVAlt4XXx1pG,
80,jazz,Kitten on the Keys,1SH49GqeyitOd9C4kk9dTM,https://p.scdn.co/mp3-preview/dddf3eb66e51ba2a508ff71d08fcbe28483b8a3a?cid=577c3414ccf54576a289735f10e3ee13
