Genre,Track_Name,Track_ID,Preview_Link
blues,Long Way from Home,2QKwLpmj9sQj9lzjNYeicV,https://p.scdn.co/mp3-preview/61448088fcab63646d2d6baa22967916bff7addc?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,The Things (That) I Used to Do,6D3CM7JLJCpVQ48tGSCVCb,https://p.scdn.co/mp3-preview/2c733fddc28397dcbe042bb53faf8e07798e3caf?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,St James Infirmary,4eAlHTYUZvllH2dE2juVQZ,https://p.scdn.co/mp3-preview/19555ad0a233ba5e76462048edacda1aa9fbb6fd?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,Slow Train,1I32D5O8mjfQEglezN4bY0,https://p.scdn.co/mp3-preview/2f6b319ace8dda73003c3c67a251a6a706e081ac?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,Feeling Good,61S0mEfdRtJ62Fc7fPqx0U,
blues,"I Don't Need No Doctor - Live at the Nokia Theatre, Los Angeles, CA - December 2007",4MeXE7YF459t1PbFTtAklF,https://p.scdn.co/mp3-preview/7ec8d65da3c917c3c48cdfad376243720935d80a?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,They're Red Hot,1M6EwZf9SnMq0YQLvBtHQ0,
blues,I Ain't Drunk,0NkbSdUKVUTouk8JLh9TjG,
blues,(I'm Your) Hoochie Coochie Man,11JLU8pu3gRx4KleXJQ3ce,
blues,Ain't No Sunshine,3gJgUanZ5JcFZJ1a5hM3dw,
blues,Me And My Guitar,0QpxUzXEI3ZjJeo6dDFgV7,
blues,Marry You,2ZCs3CbZkxpTIcqc2fFV1U,https://p.scdn.co/mp3-preview/d05a218198dff4a1e8c9bbe8c6705968906f4fa2?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,Johnny Too Bad,2IzMlIwhoCWV3E3JrF9gq1,https://p.scdn.co/mp3-preview/151a045b0dc75c6b784d211179750504b18f9e43?cid=6410be731bfd4cf798c0e6e9a32589fc
