Genre,Track_Name,Track_ID,Preview_Link
blues,White Winter Hymnal,1Er5JMNcguoBMFXxwZ7BWH,
blues,Layla,0S2cMsSo3KgOQF8QdxgYrk,
blues,Boogie Chillen No. 2,0WatYyA7vSnaA7ShN4rx75,
blues,Rude Mood,1ZTdrHAfVVoij7fe3iFozS,https://p.scdn.co/mp3-preview/9fccfdae5626ee2a8f44e8fdb0b2fe55e47d9bf8?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,I Just Want To Make Love To You,33K1u1kovHtnBt9sZoz2Eb,
blues,Hold on I'm Coming,75N0xuUmZEOgXqB0OIcq59,https://p.scdn.co/mp3-preview/46285e64ea717aba15c000d1b7128c145994b9bc?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,Badge,4a7Xu1edRTAGhjScmeGsUF,
blues,Ain't No Love In The Heart Of The City - Single Version,14rTFBs1cCkOBp5JPUrJhw,
blues,Baby I Love You,1PsjDVkBLwMmltdfr0GfvG,
blues,I'm Yours and I'm Hers,3ZL06rA9oe8JEKQQ3V6VCE,https://p.scdn.co/mp3-preview/1eb8f0ae38c013a4da0e07fb9e3a0d411e931cab?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,The Go Getter,3Wwd0W89C56cCRilh8HFNs,https://p.scdn.co/mp3-preview/6e3527cdbc68b31abc64b3c14d2a511e3b37fb5d?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,Dust Bowl,1i7QbG73o4liXhmbtaT7Z3,https://p.scdn.co/mp3-preview/606be72daf537fcc52d31aed2dba2499c140d6a1?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,Stop,4aWZIBCBMQEgMna9JpgW90,https://p.scdn.co/mp3-preview/e0fb9f627adf27a92eb3d86db212a60c33846254?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,Little Wing,1xk0nRNpACW4gWbX713Oig,https://p.scdn.co/mp3-preview/1057bff6618936667784637e5d5da1dd90ff0cc1?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,Cold Shot,3QwDN08fGnGfRrsn5wLTej,https://p.scdn.co/mp3-preview/bac0ac0cf49adfe1266a5dbfff6b27b03685d52a?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,Smokestack Lightnin',4tvGhuwJYE0ALzBUNLmacQ,
blues,Still A Fool,6s8p6XGuMzigh8GFfwkFq6,
blues,Black Betty,1y6NAGarwea5J4YELLPzI2,
