Genre,Track_Name,Track_ID,Preview_Link
blues,Texas Flood,6MvGg9X7lIt64WW28Nxfxo,https://p.scdn.co/mp3-preview/da44b52235e69c044aa8ea220e0dd07377392f73?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,Black Magic Woman - 2018 Remaster,7rea8oiI7zkZI5dbigK06f,
blues,Sweet Home Chicago,40ecCJ3Bd2QgJhZJnGqI9Q,https://p.scdn.co/mp3-preview/283fbd9bb55ced55c730b52f73edcb833bdc5cf8?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,"Corinna - From ""The Natch'l Blues""",5aBpIqXfktr9SSwyAi8Hlj,https://p.scdn.co/mp3-preview/691cdec6f78e9748523fa5dd89cb4aa0e2af5f0a?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,Baby I Love You,1PsjDVkBLwMmltdfr0GfvG,
blues,Little Wing,1xk0nRNpACW4gWbX713Oig,https://p.scdn.co/mp3-preview/1057bff6618936667784637e5d5da1dd90ff0cc1?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,Take Out Some Insurance,59sx7to0uLGxOoBduj4Qdf,https://p.scdn.co/mp3-preview/a40bb308c53b4e1ee1293fb66c64dffa232049d9?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,Shake For Me,2xnhWfqPJc6vvZmn4LlPQR,
blues,Change It,1KrOqTsy6nTZhKq26Vomqu,https://p.scdn.co/mp3-preview/cd40437e4e8ee1a9e8144fed416b094a643c2047?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,Dimples,6DLrAHrL7x84UJX4OGnOPU,
blues,Key To The Highway,3ZtItXu2ypXh5ltAfnpVIV,
blues,Quiet Houses,1EgtfN5sES21dY7pRQRauz,
blues,Mean Red Spider,6SpYE4x6qPIRFDKE0ybpcx,
blues,Cocaine,0LwpCFwKgt44TOlV0vU7Yh,
blues,Evil (Is Going On),3fQROsblXAovEB4aZcer3w,
blues,Rock Me Baby,5ZiU4oxQ6RxiEBIQpVa0mU,
blues,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 1999 Remaster",6YEOmCsXSk9ZPE0FkcCiuQ,https://p.scdn.co/mp3-preview/f1a05b5812e488e2f8a062ab3b7165ead0ed4768?cid=6410be731bfd4cf798c0e6e9a32589fc
blues,Ain't No Sunshine,3gJgUanZ5JcFZJ1a5hM3dw,
blues,Tighten Up,2MVwrvjmcdt4MsYYLCYMt8,https://p.scdn.co/mp3-preview/274a4c5e44179a6dad69d2ede7fcaa34a069fa7d?cid=6410be731bfd4cf798c0e6e9a32589fc
