,Genre,Track Name,Track ID,Preview_link
0,heavy-metal,Children of the Grave,00iV838pAEznn1qLoG8Rxy,
1,heavy-metal,Cloud Connected,1FCrFcZRoKLIaZ6JDocHMf,
2,heavy-metal,The Price,1zhslrTnZTCu5yHw8MjUF7,
3,heavy-metal,Élan - Radio Edit,0kHJ1gFEeaGBFRcOE2LQ5m,https://p.scdn.co/mp3-preview/976e1ef9d19a5e671bbebb341588dbc930c2a730?cid=577c3414ccf54576a289735f10e3ee13
4,heavy-metal,Desolation,0asHedzNrLSCVDq0SW5gwy,https://p.scdn.co/mp3-preview/5e7c5dc783c62dfee8afccd37a14635f29a3c79e?cid=577c3414ccf54576a289735f10e3ee13
5,heavy-metal,Scavenger of Human Sorrow,4IfEHfXLyepX85MFehNHNd,https://p.scdn.co/mp3-preview/5d16924a19c6290b8cd72e2d204c7860fdc03712?cid=577c3414ccf54576a289735f10e3ee13
6,heavy-metal,Master Of Puppets,6NwbeybX6TDtXlpXvnUOZC,
7,heavy-metal,We Will Rise,7ffYxGlHGeBLqdDN3aLwxy,
8,heavy-metal,Jesus' Tod,2XHG1C3ksw9EAclBFDYZ2M,https://p.scdn.co/mp3-preview/a4d39616e8be08875f154eaa7504013039ded1cf?cid=577c3414ccf54576a289735f10e3ee13
9,heavy-metal,Hangar 18 - Remastered 2004,6b6uLZsoGhObYexIxnRbIb,
10,heavy-metal,Jack of Diamonds,66Swj0W8IR8Wunowmd0bPM,
11,heavy-metal,Where The Dead Ships Dwell,2rBvzWSfw6nrZzglkfPXvY,
12,heavy-metal,The Motherload,6EF0xhfKtQNqUPz2mnE5BD,https://p.scdn.co/mp3-preview/e6a773ed1840f43a38d1b754365dd4b6c8d4f368?cid=577c3414ccf54576a289735f10e3ee13
13,heavy-metal,Strife,15zUfY9L1p7bN9JsgaTAP0,https://p.scdn.co/mp3-preview/a2e2f335713603bd47bb1340981a4a643d63053b?cid=577c3414ccf54576a289735f10e3ee13
14,heavy-metal,In Due Time,1HlOGL1p6wlpOZatJ2NwFk,https://p.scdn.co/mp3-preview/5287be8e73ca9d056e75ed0bf9171a906c04b75f?cid=577c3414ccf54576a289735f10e3ee13
15,heavy-metal,Roots Bloody Roots,2cRxrrGrcSCMtfdAHHOhFk,https://p.scdn.co/mp3-preview/a3b7397847ad377bbf0614d33790a28cefc3ca2a?cid=577c3414ccf54576a289735f10e3ee13
16,heavy-metal,Lift Me Up (feat. Rob Halford of Judas Priest),1LHZMWefF9502NPfArRfvP,https://p.scdn.co/mp3-preview/be310aa769bd7221b89d801f8ca55778ac338215?cid=577c3414ccf54576a289735f10e3ee13
17,heavy-metal,The Last in Line,6LUGAFpbYVek4rRY0G9dV0,https://p.scdn.co/mp3-preview/4e12b511c7cc19bd42135710bae98700b152b068?cid=577c3414ccf54576a289735f10e3ee13
18,heavy-metal,5 Minutes Alone - 2003 Remaster,4ifte2dOwkkfP7suPYmwX2,https://p.scdn.co/mp3-preview/99ac5ecb243af137419b8182fb49028575ac1d14?cid=577c3414ccf54576a289735f10e3ee13
19,heavy-metal,Still Echoes,0V1WiVp8DRjv8M9nhblTgR,
20,heavy-metal,Lie To My Face,2NVQbNEmJ0ZVulQOpWa0PD,https://p.scdn.co/mp3-preview/b1a47ee47f0b6b39e280aa06a0182a1f94d5fdee?cid=577c3414ccf54576a289735f10e3ee13
21,heavy-metal,The Quiet Place,3gwquM6glSvyE3re9LoEGh,
22,heavy-metal,Dying Sun,6Rxgm64TEu1brYJ3dqV0HW,
23,heavy-metal,Superheroes,25LDQurnePBGshUGEHAGSk,https://p.scdn.co/mp3-preview/4a01e676fe7fb19e7abdb23474de7529b8680f12?cid=577c3414ccf54576a289735f10e3ee13
24,heavy-metal,Man On The Silver Mountain,5pEdaQSuxgifkk9syZvA6k,
25,heavy-metal,Ievan Polkka,0GqRHYIgfiy5Pfkv0bK2zP,
26,heavy-metal,Peace Sells - Remastered,5a2hIQWInPjqkkFiUEgxoX,
27,heavy-metal,Twilight Of The Thunder God,5u3l2TONYacJgmRPQVaF9y,https://p.scdn.co/mp3-preview/9e7ec9ec1ff9939bcc4bee396b286625c1193acf?cid=577c3414ccf54576a289735f10e3ee13
28,heavy-metal,Trollhammaren,4VCorAVM6wDkBp5MTZkV3A,
