,Unnamed: 0,Genre,Track Name,Track ID,Popularity,Loudness,Tempo,Duration_ms,Energy,Key,Instrumentalness,Speechiness,Valence,Danceability,code
0,0,acoustic,Sexual Healing,40kL0rQpgAULbZPHlO4qnS,52,-15.689,164.287,323000,0.24,10,0.0,0.105,0.49700000000000005,0.445,45
1,1,acoustic,Jar of Hearts (feat. Tiffany Alvord),2XRlFYDk8WKDVXAn0HPoHq,0,-9.057,74.985,246133,0.253,5,0.0,0.0326,0.21100000000000002,0.5720000000000001,45
2,2,acoustic,Winter,4VuHWU01C36BUaN1adNi5M,52,-15.255,170.275,203773,0.214,4,0.000362,0.0366,0.40399999999999997,0.258,45
3,3,acoustic,The Girl,2KHFNeIuubGY26Rkx0vYL0,0,-7.591,77.001,362107,0.541,10,4.45e-05,0.0432,0.175,0.31,45
4,4,acoustic,"Gone, Gone, Gone",20S0KRq4z2v2Utym0C246s,45,-5.961,118.00200000000001,209693,0.642,6,0.0,0.038,0.501,0.664,45
5,5,acoustic,Bridge,2Jfc5rXVXutC6TIxVEhi5o,36,-7.9239999999999995,90.429,150522,0.36,6,0.0407,0.0244,0.43700000000000006,0.598,45
6,6,acoustic,Another Love - Live from Spotify (SXSW),0rhJ30qQSus6Ckn3hKZ6Hr,52,-6.7410000000000005,119.306,257267,0.586,4,0.0,0.0395,0.133,0.45299999999999996,45
7,7,acoustic,Never Let You Go,4Mf6w0cowyBNcu2aoVC9GX,0,-4.856,103.164,264400,0.802,0,0.0,0.0373,0.62,0.66,45
8,8,acoustic,Call Me Maybe,2xdwjVFSTuTAkUm7Ppaamg,35,-8.832,109.9,158986,0.35600000000000004,7,0.0,0.0319,0.46299999999999997,0.605,45
9,9,acoustic,If It Means a Lot to You,6J7cSyvSCnPwv3vqHchEfL,68,-8.158,126.99600000000001,243227,0.536,10,0.0,0.0279,0.44,0.584,45
10,10,acoustic,Mirrors (feat. Fifth Harmony),6FVuzVYUdbPBJr6kuxgNGs,0,-7.1770000000000005,77.041,292567,0.6579999999999999,1,0.0,0.0419,0.7020000000000001,0.563,45
11,11,acoustic,Ordinary People,58CrldAc1Z5WIBozT1NMJH,9,-14.001,67.01100000000001,281467,0.132,10,0.0,0.0807,0.36,0.469,45
12,12,acoustic,Orchard (feat. Tabitha Agnew),5zbWYefyOMRG5QdiwCSn4g,0,-7.659,152.329,212250,0.521,6,0.0282,0.0288,0.22699999999999998,0.409,45
13,13,acoustic,First Day Of My Life,5OiaAaIMYlCZONyDBxqk4G,69,-17.024,94.42200000000001,188800,0.201,4,8.28e-05,0.0388,0.38299999999999995,0.46799999999999997,45
14,14,acoustic,Only Girl (In The World) (feat. Alex Goot),3ohNs5SYgwCjnxl8QSjqvR,0,-9.538,118.094,237849,0.56,11,0.0,0.0341,0.467,0.7190000000000001,45
15,15,acoustic,Thank You,3yUcJwYu7fXAfqMj9krY6l,68,-9.942,79.984,218360,0.583,1,0.000215,0.0424,0.765,0.725,45
16,16,acoustic,Bang Bang - My Baby Shot Me Down,1s2I9Q7zAE78m7aVZOq3ug,58,-22.644000000000002,186.46,160440,0.12,5,0.0963,0.0514,0.382,0.35600000000000004,45
17,17,acoustic,Safe & Sound - from The Hunger Games Soundtrack,0z9UVN8VBHJ9HdfYsOuuNf,66,-10.807,144.317,240067,0.3,7,1.04e-05,0.027999999999999997,0.289,0.47200000000000003,45
18,18,acoustic,Banana Pancakes,451GvHwY99NKV4zdKPRWmv,70,-8.052999999999999,114.303,191907,0.375,7,8.66e-06,0.0996,0.615,0.816,45
19,19,acoustic,Chariot - Stripped Version,4wYIQRvu7JpP3h2v5o1IOe,43,-9.807,128.171,299307,0.374,7,0.0,0.0353,0.207,0.48,45
20,20,acoustic,Don't Stop Believin',71Qc66ucEtfXYUj6U2it9l,0,-9.731,113.87200000000001,256160,0.23399999999999999,7,0.0,0.0299,0.302,0.424,45
21,21,acoustic,Girl On Fire,6qOEjO2IUD7PjtpsXawq0d,5,-5.7620000000000005,92.494,224920,0.706,9,0.00106,0.0609,0.14400000000000002,0.48200000000000004,45
22,22,acoustic,Tears in Heaven,7utRJ4BeYx85khzP3lKoBX,62,-12.238,153.744,271760,0.242,9,0.536,0.0257,0.312,0.498,45
23,23,acoustic,Slow It Down,574GJ55EBM79W6n2V5bL5z,0,-14.42,142.436,307000,0.064,1,0.0,0.0374,0.10800000000000001,0.428,45
24,24,acoustic,Kids,3Dy8QVSgVB3qNw9Xtc2Jjw,38,-7.393,115.945,235862,0.763,9,2.22e-05,0.0364,0.348,0.67,45
25,25,acoustic,Poison & Wine,3wsZYuHJrk3lssa7V7jvye,57,-12.729000000000001,153.84799999999998,219467,0.18600000000000003,1,7.3e-05,0.0288,0.203,0.285,45
26,26,acoustic,Free,4oiPC90DjIQXXgMMgbHK4G,3,-6.624,124.99700000000001,148600,0.46399999999999997,5,0.0,0.0386,0.851,0.7929999999999999,45
27,27,acoustic,Lego House,53Pgsvu3qSYO2aXt5J2vcL,59,-8.48,159.701,185093,0.637,11,0.0,0.0992,0.565,0.5920000000000001,45
28,28,acoustic,Slide,5oj4FLgWpYNgl1H6zK5AVR,0,-11.87,107.931,224653,0.37,7,0.0,0.0285,0.5720000000000001,0.545,45
29,29,acoustic,Someone Like You,6QPKYGnAW9QozVz2dSWqRg,79,-8.251,135.047,285240,0.321,9,0.0,0.027999999999999997,0.28800000000000003,0.5539999999999999,45
30,30,acoustic,Through Glass,76aadnUFFANRNDs6L3aqxw,54,-4.618,105.75399999999999,282947,0.753,3,0.0,0.036000000000000004,0.434,0.545,45
31,31,acoustic,Halo,5mVDhLnXTHlBWJnMHXa9Qs,62,-17.343,116.82600000000001,269920,0.121,9,0.0011099999999999999,0.036000000000000004,0.063,0.5760000000000001,45
32,32,acoustic,Wonderwall,2CT3r93YuSHtm57mjxvjhH,8,-4.373,174.426,258613,0.892,2,0.0,0.0336,0.6509999999999999,0.409,45
33,33,acoustic,More Than This,5d8L73s2DVUlIi4KENcxeO,42,-12.145,115.90899999999999,252227,0.29600000000000004,7,1.12e-05,0.036000000000000004,0.542,0.716,45
34,34,acoustic,Come As You Are,4yzgjSHWy5E8fKflgwaKQh,6,-8.714,119.196,253893,0.79,5,0.00183,0.0416,0.581,0.684,45
35,35,acoustic,Fast Car,2M9ro2krNb7nr7HSprkEgo,78,-15.523,103.95100000000001,296800,0.292,4,0.0,0.037000000000000005,0.19399999999999998,0.711,45
36,36,acoustic,Mean (feat. Megan Nicole),2Drc9PoczynmltogkEhrFg,0,-6.974,81.747,240159,0.425,8,0.0,0.0297,0.377,0.45899999999999996,45
37,37,acoustic,Behind Blue Eyes,2kA0IBd1u0Be6QJE60Ty6F,1,-6.64,120.26799999999999,269973,0.47600000000000003,7,0.0,0.0265,0.085,0.5870000000000001,45
38,38,acoustic,Through The Dark,3Xakb20OXM5ZArqHqPTpiZ,0,-18.624000000000002,123.211,330067,0.127,7,0.9159999999999999,0.0439,0.18899999999999997,0.5660000000000001,45
39,39,acoustic,Gone,5xZV3jkOFbKLH7ywEqGORA,46,-5.513999999999999,120.139,158827,0.6659999999999999,2,1.05e-06,0.0774,0.5820000000000001,0.725,45
40,40,acoustic,All the Wild Horses,2X5S5NV8Bj4WNTCnur6Ylt,42,-22.156999999999996,96.335,196453,0.0691,4,0.303,0.0307,0.111,0.325,45
41,41,acoustic,Kiss Me,0Tel1fmuCxEFV6wBLXsEdk,72,-16.67,74.993,280853,0.22699999999999998,2,0.00469,0.0498,0.182,0.589,45
42,42,acoustic,Old Pine,0Qw7qGuXlVBZLcfoQ17yZn,5,-10.749,128.764,328507,0.358,5,0.0479,0.033,0.226,0.419,45
43,43,acoustic,Die In Your Arms,6RgSSndg8PUH2UcaCgia5V,0,-5.11,171.66,237293,0.8759999999999999,7,3.49e-06,0.11599999999999999,0.763,0.568,45
44,44,acoustic,Good Riddance (Time of Your Life),6ORqU0bHbVCRjXm9AjyHyZ,75,-7.843999999999999,94.605,153467,0.43200000000000005,7,0.0,0.0302,0.648,0.475,45
45,45,acoustic,O Sleep,4chSOYRiaa7pYZkWljsrMr,28,-9.781,105.322,206507,0.36,5,0.000472,0.028999999999999998,0.138,0.42100000000000004,45
46,46,acoustic,Lucky,0IktbUcnAGrvD03AWnz3Q8,76,-8.699,130.032,191360,0.41700000000000004,0,0.0,0.0354,0.721,0.623,45
47,47,acoustic,Broken Strings,1HyBdd35ssTpPU4Lytz7BI,1,-4.558,111.859,253813,0.7190000000000001,1,0.0,0.0295,0.33899999999999997,0.568,45
48,48,acoustic,To Be Alone With You,3K9PY33TKt25UXX6YymFQq,1,-17.061,141.995,165213,0.185,0,0.848,0.0495,0.342,0.516,45
49,49,acoustic,We Are Never Ever Getting Back Together (feat. Hannah Trigwell),3L4wSIOXkn1hj0S9zkKRnC,0,-9.049,145.393,207967,0.375,0,0.0,0.0303,0.292,0.502,45
50,50,acoustic,Beneath Your Beautiful (feat. Emeli Sandé),2EcsgXlxz99UMDSPg5T8RF,68,-5.857,83.977,271813,0.522,2,0.0,0.036000000000000004,0.228,0.5579999999999999,45
51,51,acoustic,Gravity - Live In Concert,0FRoVng8IZZoS0ATxIgvuH,42,-9.599,115.281,349253,0.344,7,0.00329,0.035,0.47700000000000004,0.5429999999999999,45
52,52,acoustic,All Around The World,45qSLEJKJTwKTSBOa8LxPY,0,-3.8760000000000003,127.98,244547,0.8220000000000001,3,1.1e-06,0.19399999999999998,0.7759999999999999,0.6970000000000001,45
53,53,acoustic,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",1fRYJWQZw6IGZU6u3rpqBO,1,-5.736000000000001,95.994,230787,0.371,5,0.0,0.0352,0.6459999999999999,0.758,45
54,54,acoustic,Empire State of Mind (Part II) Broken Down,5sra5UY6sD658OabHL3QtI,73,-7.784,92.959,216480,0.368,6,4.1e-05,0.0341,0.142,0.479,45
55,55,acoustic,Breakdown,3cnRYoW4nYzIuVPCp7k5iG,57,-9.252,74.977,212707,0.39399999999999996,0,1.36e-05,0.0516,0.44299999999999995,0.773,45
56,56,acoustic,Let's Stay Together,75q69wO42dZP8VHnEAtPZe,40,-14.960999999999999,95.009,242281,0.239,4,6.19e-06,0.0718,0.509,0.812,45
57,57,acoustic,Home/Dirty Paws,24rFwAcC6eqPvyMuPynVGH,58,-10.89,115.02799999999999,173509,0.20800000000000002,2,0.0,0.0313,0.23199999999999998,0.6629999999999999,45
58,58,acoustic,No One's Gonna Love You - Live from Spotify Sweden,5MYfpFJYm8WNFGssR6H2Oz,50,-10.675999999999998,135.657,239080,0.188,1,1.2e-06,0.036000000000000004,0.192,0.547,45
59,59,acoustic,Little Lion Man,6b5rA9rthDbZDOQp9UbOgl,5,-8.051,138.579,245173,0.49200000000000005,5,3.2e-05,0.0272,0.455,0.517,45
60,60,acoustic,Fix You,7LVHVU3tWfcxj5aiPFEW4Q,81,-8.74,138.265,295533,0.418,3,0.00195,0.0338,0.12300000000000001,0.209,45
61,61,acoustic,Autumn Leaves - Deluxe Edition,7iBSkXB0pTvZasOLf0Qxk9,57,-12.637,89.01299999999999,200756,0.257,10,1.42e-06,0.0299,0.431,0.555,45
62,62,acoustic,Crosses,5gf6t8j49qayhwrnd05uLI,0,-9.945,134.631,161840,0.37,11,0.0235,0.0295,0.318,0.6659999999999999,45
63,63,acoustic,XO,7cpCU3Denug5NGZsSpQl8v,72,-9.753,173.67,213627,0.377,2,0.0,0.0288,0.353,0.431,45
64,64,acoustic,Peace,2xwsf9FuFINP1X4FTsqZ7Q,56,-5.965,178.141,215915,0.721,9,0.0,0.0392,0.493,0.449,45
65,65,acoustic,Where The Streets Have No Name - Unplugged,2Gy3tEwecEcO45QDNtiAti,0,-6.357,126.198,269667,0.708,0,0.000109,0.0464,0.0526,0.314,45
66,66,acoustic,"Shake It Out - MTV Unplugged, 2012",7eA8EGUwSdCtzraYYaE8ci,57,-5.662000000000001,112.04700000000001,278627,0.7609999999999999,5,0.0,0.0517,0.402,0.469,45
67,67,acoustic,Romeo (Accoustic),2EBVfvLVDCMyChanmUXBdz,28,-7.9110000000000005,120.214,215160,0.473,2,0.00034700000000000003,0.0461,0.20600000000000002,0.55,45
68,68,acoustic,Yellow,7DXlTMw0vkYFRWfQMXoNam,0,-11.307,87.986,267240,0.285,11,0.0,0.0268,0.27699999999999997,0.64,45
69,69,acoustic,Say Something,6Vc5wAMmXdKIAM7WUoEb7N,77,-8.822000000000001,141.284,229400,0.147,2,2.89e-06,0.0355,0.0765,0.40700000000000003,45
70,70,acoustic,Your Song,1hVQx6bg4uKPljAUkNjpY2,4,-11.864,130.08100000000002,190346,0.182,10,0.00023700000000000001,0.032,0.434,0.42,45
71,71,acoustic,Over The Rainbow,3bINd6fURyFLT0sQwkjbCG,4,-15.703,85.1,212080,0.11599999999999999,0,2.59e-05,0.0412,0.68,0.677,45
72,72,acoustic,Just The Way You Are,24lMtPOCzP5g4hrg3NklLa,9,-5.412999999999999,109.012,220733,0.843,5,0.0,0.0432,0.434,0.637,45
73,73,acoustic,Use Somebody (feat. Hannah Trigwell),7LpDHwLUGXaRve1OBNnYy3,0,-8.718,129.482,197125,0.271,0,0.0,0.0363,0.265,0.358,45
74,74,acoustic,Common Denominator - iTunes Bonus,3xEP8kzYIjbkUrjfsgn8Hh,0,-6.544,116.959,248920,0.66,0,0.0,0.0274,0.45,0.655,45
75,75,acoustic,Angel,3xZMPZQYETEn4hjor3TR1A,68,-16.092,117.131,270400,0.0744,1,1.22e-05,0.0355,0.125,0.532,45
76,76,acoustic,Be the Song,5A1u2GMvgMOMECWuYRBNc1,0,-17.203,106.155,393493,0.308,7,0.718,0.0276,0.11699999999999999,0.498,45
77,77,acoustic,How We Do (Party) - Live from Spotify NYC,0gw9t8io80CCz8XuH440PC,38,-5.922000000000001,107.302,281653,0.575,7,0.0,0.0999,0.866,0.706,45
78,78,acoustic,"You Need Me, I Don't Need You",5KL4iZkCTZyXl7KnHgfVDj,63,-8.837,103.48299999999999,220413,0.8370000000000001,7,0.0,0.0512,0.927,0.7490000000000001,45
79,79,acoustic,Black Flies,6zZGFzAUk3g2Uae9fLYlDl,1,-13.039000000000001,132.063,381507,0.35,8,0.00405,0.0291,0.11199999999999999,0.573,45
80,80,acoustic,Each Coming Night,0mh7eTsBmQj29bkgpQKoPj,1,-15.517000000000001,163.35399999999998,207720,0.23,2,0.517,0.0359,0.415,0.361,45
81,81,acoustic,Waiting On the World to Change (feat. Ben Harper),1BiJWoCw1xoYcZ76EO3IKV,49,-6.593,175.321,171667,0.624,2,3.13e-06,0.0954,0.619,0.544,45
82,82,acoustic,Sweater Weather - Spotify Sessions Curated by Jim Eno,7sDzAu7alAL1hWvL86tSGB,54,-14.659,102.68,191560,0.165,8,0.000544,0.0502,0.258,0.61,45
83,83,acoustic,E.T.,0bxllxzqkGNSKo8pHtZyA3,34,-9.091000000000001,149.99,180875,0.457,8,7.72e-05,0.0339,0.223,0.626,45
84,84,acoustic,Beautiful Girl,20uM0XClhB6PYrlFrZSMsG,0,-17.422,82.16799999999999,158229,0.17,0,0.39,0.0461,0.336,0.461,45
85,85,acoustic,Skinny Love,78wvHiOarfOut310PnUnIr,36,-9.328,140.086,238505,0.305,11,0.0,0.0509,0.0953,0.479,45
86,86,acoustic,"Next To Me - Live From Spotify NYC, USA/2012",4Y1ZvAbetcpZsmedL9uhmR,38,-7.939,92.40100000000001,220792,0.397,7,0.0,0.0734,0.294,0.47700000000000004,45
87,87,acoustic,Beach Baby,6bp1twiUg81a04GVGXHIsc,0,-17.227999999999998,114.37799999999999,160093,0.0774,0,0.303,0.0374,0.111,0.6659999999999999,45
88,88,acoustic,Imagine,3piY5aMfwEEmXMV6I9kpoi,63,-18.254,141.946,219080,0.179,6,0.024,0.0362,0.374,0.5539999999999999,45
89,89,acoustic,Be Good Or Be Gone,47naQObKzS2GJ26XREdA8B,0,-11.845999999999998,94.125,199840,0.289,8,0.149,0.0362,0.43700000000000006,0.5920000000000001,45
90,90,acoustic,We Don't Eat,2Fpf5a5fGDWSHNj1iIPc5W,51,-12.432,124.03200000000001,293792,0.373,7,0.00506,0.0472,0.314,0.45799999999999996,45
91,91,acoustic,Keep Your Head Up,2JFmTONwQdRaOj2s2DhFah,2,-8.244,157.965,261561,0.584,4,3.3299999999999996e-05,0.0351,0.42700000000000005,0.444,45
92,92,acoustic,Gangnam Style,6mFzy1Jha9RSCcQAJZ1M6y,41,-10.827,114.07,182800,0.391,0,0.0,0.0518,0.591,0.825,45
93,93,acoustic,Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,82,-6.061,78.998,281560,0.445,2,0.0,0.0295,0.591,0.7809999999999999,45
94,94,acoustic,Favorite Girl,2ExDOkVH2e1oElyTVzF77q,0,-4.468999999999999,176.03400000000002,256800,0.6809999999999999,7,0.0,0.0435,0.634,0.581,45
95,95,acoustic,"No Light, No Light - MTV Unplugged, 2012",4PTPbE3HvhxB9z3SYMBfz6,48,-10.257,95.67,252667,0.231,0,0.0,0.0396,0.156,0.38299999999999995,45
96,96,acoustic,I Will Wait,71O1jD7bF3cdMPvPi186V6,5,-5.056,131.004,276720,0.7759999999999999,1,0.00314,0.0349,0.429,0.47700000000000004,45
97,97,acoustic,Shimmer (feat. Tyler Ward),5xyPfRcUicolIDwa4PZKG0,0,-7.52,114.694,200895,0.595,6,0.0,0.0341,0.36700000000000005,0.625,45
98,98,acoustic,Ain't No Sunshine,3gJgUanZ5JcFZJ1a5hM3dw,2,-8.151,78.884,122640,0.484,4,0.00022799999999999999,0.0462,0.542,0.524,45
99,99,acoustic,Rolling in the Deep,6ZPJun3hVXkjR62q6GxJh1,39,-10.55,105.006,248147,0.457,0,0.00168,0.0279,0.528,0.799,45
100,100,afrobeat,Sakanto,4HGBN3YT56aVuUXUkrUZIC,23,-12.892999999999999,109.65100000000001,272160,0.32,5,0.0483,0.0487,0.505,0.7929999999999999,26
101,101,afrobeat,Chop Dat Money - Remix,3GuT26T92ZX1c3lHKLBVzs,23,-5.4239999999999995,127.01,272126,0.8079999999999999,5,1.26e-06,0.0864,0.858,0.8009999999999999,26
102,102,afrobeat,Chet Boghassa,3q3fajucnQJuVlk7nM0jw1,9,-10.502,94.895,232840,0.611,2,0.0106,0.0337,0.8079999999999999,0.726,26
103,103,afrobeat,Mogo Te Diya Bee Ye,6hOTreO6Wm7Con3alDgL2i,0,-8.321,114.42,250707,0.498,10,0.0,0.125,0.7090000000000001,0.727,26
104,104,afrobeat,Kothbiro,0oiNsnH40PPTBFqixyPTWG,43,-17.082,76.906,334827,0.0691,4,0.00434,0.0331,0.486,0.39399999999999996,26
105,105,afrobeat,Bassekou,2UDFkcyY8nmk45kNj6ZSBr,25,-7.353,148.77,201733,0.7559999999999999,5,0.00808,0.0537,0.9640000000000001,0.49700000000000005,26
106,106,afrobeat,Timber (feat. Ke$ha),1zHlj4dQ8ZAtrayhuDDmkY,60,-4.106,129.972,204053,0.965,11,0.0,0.10099999999999999,0.825,0.5870000000000001,26
107,107,afrobeat,Dununya (The World),1IUmBlugt4tehbVPGDnSAo,0,-6.7139999999999995,86.27,196480,0.7559999999999999,11,0.000117,0.0358,0.945,0.611,26
108,108,afrobeat,Didi,69VsivnnXLXkuTGpBxyMxI,0,-9.408999999999999,98.74799999999999,302600,0.812,1,0.00042199999999999996,0.0515,0.804,0.7190000000000001,26
109,109,afrobeat,Kuzohlatshelelwa,0B9fgmIB70zCIM7LXCHYpn,0,-8.357000000000001,137.774,208947,0.41100000000000003,3,0.0,0.17300000000000001,0.76,0.515,26
110,110,afrobeat,Bankiero,1ObpdyeflH3vPflN3lEpiS,0,-5.825,130.138,218267,0.98,0,0.154,0.034,0.878,0.687,26
111,111,afrobeat,"Hakuna Matata - From ""The Lion King""/Soundtrack",5k3U0OGYBccHdKJJu3HrUN,69,-18.09,170.013,213600,0.313,0,1.18e-05,0.13699999999999998,0.725,0.408,26
112,112,afrobeat,Good Or Bad (Oway),1jqBgNjP5yfjCrAgJZE0be,30,-4.646,107.958,245627,0.8420000000000001,7,4.6299999999999994e-05,0.0464,0.9359999999999999,0.784,26
113,113,afrobeat,Sabali - Vitalic Remix Radio Edit,6mRemwiU9Glk3sO47B1qiN,0,-7.242000000000001,126.02600000000001,195307,0.856,7,0.389,0.0616,0.522,0.597,26
114,114,afrobeat,Ole Buruku,1SV8vGscmm8g83FFSu948l,20,-5.662000000000001,126.63600000000001,243853,0.81,9,5.7499999999999995e-05,0.0482,0.865,0.7440000000000001,26
115,115,afrobeat,Machengoidi,5O5RoaM2fwz0tHOtJRjez8,0,-12.151,136.82,305893,0.261,11,0.737,0.0371,0.24100000000000002,0.603,26
116,116,afrobeat,Dale Don Dale,0uDWeoqlZi98NqUKbNJxVK,0,-6.471,95.02799999999999,214653,0.852,6,0.000264,0.0789,0.813,0.825,26
117,117,afrobeat,Sonkolon,1L7b7pfGmRmNoGDpXG3OJa,0,-12.130999999999998,104.007,211747,0.373,6,0.0514,0.0384,0.59,0.754,26
118,118,afrobeat,Ki dit mié,2JpZm1eGQGIeOe7tSld4qQ,0,-2.217,127.95700000000001,177400,0.948,0,0.0,0.0583,0.9570000000000001,0.7440000000000001,26
119,119,afrobeat,Il N'est Jamais Trop Tard,4ls2EezIHWWQDLubJzM88f,0,-13.573,83.78299999999999,271053,0.483,7,0.0623,0.0667,0.894,0.6759999999999999,26
120,120,afrobeat,Mole,1L7EfY9OZnNSX24HMn7aI4,0,-12.019,126.48299999999999,345107,0.934,7,0.152,0.063,0.963,0.66,26
121,121,afrobeat,Ruby,7cavYwUJmzqjWozykoPQFg,1,-12.102,177.65900000000002,355840,0.31,9,0.687,0.0398,0.408,0.361,26
122,122,afrobeat,Dianfa,1dkvVCIP2IH8xLq94UROIU,20,-16.894000000000002,98.28399999999999,272587,0.213,4,0.00385,0.0313,0.379,0.631,26
123,123,afrobeat,Beng Beng Beng,1dfXWdnp0hlV3nmyc2stei,0,-7.83,126.02600000000001,286000,0.879,5,0.00218,0.07200000000000001,0.912,0.7559999999999999,26
124,124,afrobeat,Boul Di Tagale,7pckMu8DveYapYhn18okZN,0,-11.285,113.15299999999999,369440,0.779,1,0.16,0.0425,0.583,0.7509999999999999,26
125,125,afrobeat,Bakonoba,78xjHkTjL40U44T1ogbE6r,0,-9.267999999999999,111.835,195600,0.5429999999999999,11,0.00263,0.212,0.8109999999999999,0.752,26
126,126,afrobeat,Bobo,3wRuMqW2OPpyOnhg3yT3M7,17,-8.963,104.007,357133,0.505,0,6.850000000000001e-05,0.0295,0.767,0.755,26
127,127,afrobeat,E No Easy,29qdAuTujxZn2iZspZrena,0,-5.452999999999999,215.773,262707,0.8109999999999999,11,0.0,0.22699999999999998,0.7659999999999999,0.6629999999999999,26
128,128,afrobeat,Je t'aime,2MYW5cwMeHoqA8a9pvpqu8,0,-8.22,118.633,301053,0.862,10,0.0251,0.11800000000000001,0.934,0.6659999999999999,26
129,129,afrobeat,Expensive Shit,43yvCb6wQyRQbpXY9qvL3j,3,-7.664,124.281,791216,0.8740000000000001,7,0.395,0.114,0.682,0.612,26
130,130,afrobeat,Diamonds on the Soles of Her Shoes,71GvlH0VdeClloLIkHrAVu,64,-9.724,110.64,349280,0.677,5,0.00121,0.0356,0.8759999999999999,0.7909999999999999,26
131,131,afrobeat,Savane,2waQKyhYkF4GX2Qc1OsmrD,0,-10.45,135.866,463267,0.27899999999999997,4,0.134,0.0615,0.509,0.7759999999999999,26
132,132,afrobeat,Bukom Mashie,5AuyKHhhNQp8ZlWVJSrLdx,0,-7.4910000000000005,131.13299999999998,307480,0.748,9,0.0209,0.0433,0.43,0.643,26
133,133,afrobeat,Malembe,4BBieNFNCCv70oHXk9zpNv,18,-7.021,127.04,295627,0.7929999999999999,7,2.97e-05,0.11900000000000001,0.721,0.745,26
134,134,afrobeat,Sabali,3YrIjupEa0IWX0LZcqdEaU,0,-6.571000000000001,124.03299999999999,196813,0.652,0,0.506,0.0296,0.163,0.604,26
135,135,afrobeat,Boom Boom Tah,2eOF6b7HDh0GBmS0QSeAxz,0,-4.128,126.01899999999999,262240,0.865,2,5.04e-05,0.0758,0.753,0.762,26
136,136,afrobeat,I Love U,2c6Ah6OH4ScnjniS0t5gTH,0,-6.6,97.971,278680,0.6940000000000001,10,0.0,0.18,0.927,0.585,26
137,137,afrobeat,Johnny,5eDb1qBsq3rElJLJMo46FB,37,-6.385,125.084,236013,0.711,5,0.000229,0.19399999999999998,0.8640000000000001,0.848,26
138,138,afrobeat,Loca (Featuring Dizzee Rascal),7CU9mgM4huOC03ACFkLlRJ,0,-4.01,112.042,193480,0.877,4,7.76e-06,0.063,0.848,0.802,26
139,139,afrobeat,Bul Ma Miin,02gdUiSCcHDbTtqkPDHOs5,0,-7.551,138.548,362813,0.757,9,0.00303,0.0512,0.655,0.574,26
140,140,afrobeat,Lover,7N1j24kle7JMNF4pcHTvwe,20,-8.324,132.80100000000002,371040,0.436,0,0.5870000000000001,0.0329,0.674,0.5870000000000001,26
141,141,afrobeat,Azonto,3LZMPBsDMfp9Z2bO60Gm8a,0,-5.83,130.059,170808,0.9159999999999999,7,0.0,0.0534,0.6659999999999999,0.634,26
142,142,afrobeat,Iswegh Attay,2k9YW039dvyNheljQQ2KrM,0,-10.742,156.047,336120,0.446,0,0.0114,0.0506,0.586,0.547,26
143,143,afrobeat,Tonkara,76y8GX2JAHXoB3U3i4ahOC,0,-4.907,131.864,392600,0.94,1,0.0,0.23600000000000002,0.946,0.507,26
144,144,afrobeat,Yala,4SfxzVkGFzgW0U83Y8brVk,0,-8.603,115.684,245840,0.8909999999999999,10,5.65e-06,0.0379,0.912,0.778,26
145,145,afrobeat,All the Same,1nwWS19NmjdNr4IlMuvRWX,0,-6.821000000000001,149.526,269693,0.716,11,1.93e-06,0.0377,0.40399999999999997,0.45899999999999996,26
146,146,afrobeat,Mongali,5xGeFN1C6m8XvP0RATLjJ1,0,-13.061,142.418,305373,0.426,0,0.0,0.0368,0.938,0.6409999999999999,26
147,147,afrobeat,Ce N'est Pas Bon,5MLW8jzgAdr5pJxPl1qIMS,0,-3.813,116.056,229800,0.7120000000000001,6,0.000188,0.027000000000000003,0.7340000000000001,0.721,26
148,148,afrobeat,Laidu,05CF4ATpqROLTQVYABNZ3W,52,-15.172,99.74700000000001,386973,0.26899999999999996,10,0.0406,0.0365,0.397,0.7020000000000001,26
149,149,afrobeat,Warbé,7fm6LShF3yl3pevyUtq67v,0,-17.785,148.516,291227,0.247,4,0.872,0.045,0.373,0.601,26
150,150,afrobeat,Skelewu,3X1gFPtj3qdvJCDgXj4Aym,0,-3.0980000000000003,121.009,187507,0.851,10,1.85e-06,0.109,0.836,0.8320000000000001,26
151,151,afrobeat,Pata Pata,4S4dCACmtuPWbhvMSfDXqN,2,-7.278,126.038,180147,0.7879999999999999,3,0.0,0.0382,0.9740000000000001,0.818,26
152,152,afrobeat,Antenna,3l33exrFeurvriZ5kfYHvH,0,-1.124,127.995,223126,0.9490000000000001,6,0.00011200000000000001,0.0553,0.8490000000000001,0.774,26
153,153,afrobeat,Yes/No,6gWV9hYHjtg42Y2OwKokoP,18,-5.351,130.643,247396,0.631,11,1.57e-05,0.0689,0.778,0.537,26
154,154,afrobeat,No One Like U,7HfRKaXMxrMlVTmmyuOiFG,36,-2.878,102.0,268213,0.866,8,0.0,0.182,0.9359999999999999,0.828,26
155,155,afrobeat,Senegal Fast Food,6DUzRepv6NcNAc5YyR2W01,0,-6.607,82.006,259107,0.9109999999999999,0,2.6600000000000003e-05,0.0347,0.877,0.635,26
156,156,afrobeat,Hold You [Hold Yuh],7MR2EsOZadH0QaagQiHCbk,40,-3.102,67.00399999999999,233253,0.632,8,0.0,0.0575,0.494,0.6679999999999999,26
